Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Nonius Fidius,42,8,Germania,162,84,Murmillo,11,2,Novice,Dagger,High,Superior,0.8351937685134416,Low,3.9452554158035578,Excellent,Basic,Strong,13,Aggressive,Good,Vengeance,Unemployed,Low,Balanced,Medium,Flamboyant,True
Fundanus Percennius,37,13,Thrace,167,60,Hoplomachus,7,1,Tactics,Dagger,Low,Basic,0.7470342541462923,Low,2.644483846467645,Poor,Advanced,Strong,8,Calculative,Good,Vengeance,Entertainer,Medium,Aggressive,High,Intimidating,True
Avidius Cestius,41,9,Greece,193,70,Provocator,9,1,Novice,Gladius (Sword),High,Superior,0.7518983273693062,Low,4.078827575576849,Excellent,Basic,Strong,10,Aggressive,Excellent,Vengeance,Laborer,Medium,Balanced,Medium,Flamboyant,True
Ollius Tarquinius,33,17,Greece,163,56,Hoplomachus,8,2,Endurance,Dagger,Medium,Standard,0.6413527575359526,Low,1.905757621005161,Adequate,Advanced,Moderate,10,Fearful,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Valerius Numerius,21,29,Numidia,162,61,Thraex,6,2,Endurance,Dagger,Medium,Standard,0.6440528956607278,Low,10.213999381783491,Adequate,Expert,Moderate,8,Aggressive,Excellent,Survival,Soldier,Low,Defensive,Medium,Humble,True
Gaius Fulcinia,18,32,Gaul,172,93,Thraex,5,0,Endurance,Sica (Curved Sword),High,Superior,0.6688737519072814,High,0.965781327923363,Excellent,Expert,Strong,5,Calculative,Excellent,Survival,Laborer,Medium,Balanced,Medium,Charismatic,False
Gaius Nasennius,31,19,Numidia,157,74,Provocator,19,1,Agility,Gladius (Sword),Medium,Standard,0.8417948132138466,High,6.039213097799082,Adequate,Advanced,Strong,20,Calculative,Good,Freedom,Entertainer,Low,Balanced,Medium,Humble,True
Pacilius Manilius,21,29,Greece,173,98,Murmillo,8,2,Agility,Dagger,Low,Basic,0.5905951934825434,Low,5.909948997292893,Poor,Expert,Moderate,10,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Charismatic,True
Persius Aelius,24,26,Germania,164,85,Hoplomachus,5,0,Endurance,Dagger,Low,Basic,0.6547044556411425,Low,3.043314700981038,Poor,Advanced,Moderate,5,Aggressive,Excellent,Vengeance,Entertainer,Medium,Defensive,Medium,Charismatic,True
Volumnius Geminius,38,12,Greece,159,65,Provocator,7,4,Novice,Gladius (Sword),Low,Basic,0.6444925716861806,High,4.326419687917405,Poor,Basic,Moderate,11,Calculative,Fair,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,True
Numitorius Caecilius,44,6,Numidia,158,101,Secutor,10,6,Novice,Dagger,Medium,Standard,0.6821154512181443,Low,1.0271683743592166,Adequate,Intermediate,Moderate,16,Calculative,Good,Survival,Laborer,Medium,Balanced,Medium,Humble,True
Pasidienus Fundanus,24,26,Germania,186,69,Retiarius,8,3,Novice,Net,Low,Basic,0.6657551008888682,Low,6.205566470852944,Poor,Basic,Moderate,11,Calculative,Excellent,Survival,Entertainer,High,Aggressive,Medium,Humble,True
Manius Cinna,32,18,Rome,167,88,Thraex,8,2,Novice,Sica (Curved Sword),Medium,Standard,0.7217013364686247,Low,3.585629365763149,Adequate,Basic,Strong,10,Aggressive,Excellent,Survival,Laborer,Medium,Aggressive,High,Charismatic,True
Musonius Cispius,44,6,Rome,163,101,Murmillo,3,0,Novice,Dagger,High,Superior,0.5696945997083077,Low,0.9603990367165819,Excellent,Basic,Strong,3,Stoic,Good,Wealth,Entertainer,Low,Aggressive,High,Charismatic,True
Agrippa Aulus,28,22,Germania,156,97,Provocator,9,2,Novice,Gladius (Sword),High,Superior,0.6972645723738223,Low,6.5997161938526725,Excellent,Basic,Strong,11,Stoic,Excellent,Freedom,Laborer,Medium,Balanced,High,Humble,True
Servius Cispius,39,11,Gaul,169,89,Provocator,10,1,Novice,Dagger,Medium,Standard,0.9104618276111969,High,2.403155972766898,Adequate,Intermediate,Strong,11,Fearful,Fair,Wealth,Criminal,Medium,Balanced,Medium,Humble,True
Calpurnius Lamponius,41,9,Gaul,180,95,Secutor,14,2,Novice,Dagger,Low,Basic,0.8809607906479777,High,1.0516273638607572,Poor,Basic,Strong,16,Fearful,Fair,Glory,Entertainer,Medium,Balanced,Low,Humble,True
Sextius Caninius,23,27,Gaul,168,89,Hoplomachus,5,1,Novice,Spear,Low,Basic,0.6885412186168322,Low,8.84545946633632,Poor,Intermediate,Moderate,6,Calculative,Excellent,Survival,Entertainer,Medium,Aggressive,Low,Charismatic,True
Fulvius Laetorius,25,25,Rome,195,82,Hoplomachus,2,0,Novice,Spear,High,Superior,0.3850574512961555,Low,4.166406681976835,Excellent,Intermediate,Strong,2,Fearful,Excellent,Wealth,Unemployed,Medium,Aggressive,Medium,Humble,False
Octavius Sextus,38,12,Numidia,152,74,Hoplomachus,8,1,Novice,Dagger,High,Superior,0.8729055456543725,Low,9.002803996335203,Excellent,Intermediate,Strong,9,Aggressive,Excellent,Survival,Criminal,Low,Aggressive,Medium,Charismatic,True
Percennius Octavius,35,15,Thrace,174,70,Thraex,8,2,Agility,Sica (Curved Sword),Low,Basic,0.590741519202916,High,4.179300633502148,Poor,Expert,Moderate,10,Calculative,Good,Glory,Criminal,Medium,Balanced,Medium,Humble,True
Bruttius Horatius,45,5,Gaul,172,83,Provocator,8,4,Novice,Dagger,Low,Basic,0.6608224804587145,Low,6.044102116932576,Poor,Basic,Moderate,12,Calculative,Good,Survival,Entertainer,Medium,Balanced,Low,Intimidating,True
Laecanius Quintus,24,26,Gaul,171,108,Thraex,6,0,Strength,Sica (Curved Sword),Medium,Standard,0.6250773190298249,Low,9.385637168085333,Adequate,Advanced,Moderate,6,Stoic,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Charismatic,True
Paconius Hirrus,18,32,Germania,177,80,Retiarius,1,0,Endurance,Trident,Medium,Standard,0.42656114098667125,Low,4.943942436668941,Adequate,Advanced,Moderate,1,Stoic,Excellent,Freedom,Entertainer,High,Aggressive,Medium,Humble,False
Agrippa Oppius,21,29,Gaul,179,86,Provocator,4,0,Novice,Gladius (Sword),High,Superior,0.5816267138455334,Low,4.334361313785079,Excellent,Intermediate,Strong,4,Calculative,Excellent,Freedom,Laborer,Medium,Aggressive,Low,Intimidating,False
Ogulnius Pinarus,23,27,Greece,160,81,Retiarius,8,0,Novice,Trident,High,Superior,0.7444743560735285,Low,3.5333650888584445,Excellent,Basic,Strong,8,Aggressive,Excellent,Vengeance,Unemployed,Medium,Balanced,Low,Flamboyant,True
Tarquinius Pettius,36,14,Rome,170,101,Provocator,5,0,Endurance,Dagger,Low,Basic,0.702467809972629,Low,7.672928841047259,Poor,Advanced,Strong,5,Calculative,Excellent,Vengeance,Unemployed,Medium,Balanced,Medium,Intimidating,True
Festinius Afranius,43,7,Rome,168,99,Secutor,16,2,Novice,Gladius (Sword),Low,Basic,0.9216468425399273,Low,1.5654701171242755,Poor,Basic,Strong,18,Aggressive,Good,Vengeance,Laborer,Medium,Aggressive,Low,Charismatic,True
Lartius Laronius,42,8,Numidia,188,100,Thraex,8,2,Novice,Dagger,High,Superior,0.6651767796561213,Low,1.0396938664780115,Excellent,Basic,Strong,10,Calculative,Good,Wealth,Entertainer,Low,Balanced,Low,Humble,True
Afranius Ogulnius,24,26,Numidia,166,79,Thraex,6,3,Novice,Sica (Curved Sword),Low,Basic,0.5565316561344213,Low,2.190435163716777,Poor,Basic,Moderate,9,Stoic,Excellent,Freedom,Unemployed,Medium,Balanced,Low,Charismatic,False
Fannius Aemilius,31,19,Greece,188,72,Provocator,10,4,Novice,Dagger,Medium,Standard,0.7081811614708169,High,4.883209781128558,Adequate,Basic,Strong,14,Stoic,Good,Vengeance,Laborer,Medium,Balanced,Medium,Charismatic,True
Catius Hirrus,31,19,Rome,189,84,Secutor,11,6,Endurance,Gladius (Sword),Low,Basic,0.6054140522464329,Low,4.976092063989057,Poor,Expert,Moderate,17,Stoic,Excellent,Vengeance,Criminal,Medium,Balanced,Medium,Humble,True
Atilius Lucius,41,9,Numidia,173,95,Provocator,11,1,Novice,Gladius (Sword),Low,Basic,0.960641308515211,High,3.471399735760382,Poor,Basic,Strong,12,Aggressive,Fair,Vengeance,Criminal,Medium,Aggressive,Low,Charismatic,True
Ennius Tiberius,18,32,Numidia,166,113,Secutor,3,0,Novice,Gladius (Sword),Medium,Standard,0.44478967985824297,Low,7.530323556948187,Adequate,Intermediate,Moderate,3,Calculative,Excellent,Wealth,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Mucius Numitorius,42,8,Numidia,182,71,Provocator,15,5,Novice,Gladius (Sword),High,Superior,0.8938552096839564,Low,2.790119012064793,Excellent,Basic,Strong,20,Aggressive,Good,Survival,Laborer,Medium,Aggressive,High,Flamboyant,True
Cocceius Marius,41,9,Rome,167,73,Thraex,9,1,Novice,Sica (Curved Sword),Medium,Standard,0.844308358011794,Low,0.9330406537639971,Adequate,Basic,Strong,10,Fearful,Good,Freedom,Criminal,Medium,Balanced,Low,Intimidating,True
Aemilius Iuventius,38,12,Greece,178,63,Provocator,13,3,Novice,Gladius (Sword),High,Superior,1.0210721587605234,Low,5.155357736522172,Excellent,Basic,Strong,16,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,True
Cilnius Publius,32,18,Numidia,187,90,Provocator,7,4,Novice,Gladius (Sword),High,Superior,0.5351516481056028,Low,5.04328817627132,Excellent,Intermediate,Strong,11,Calculative,Excellent,Freedom,Laborer,Low,Balanced,Medium,Humble,False
Herennius Terentius,18,32,Rome,148,82,Hoplomachus,1,0,Endurance,Spear,Low,Basic,0.4034076247162236,Low,8.821348367924934,Poor,Advanced,Moderate,1,Fearful,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Intimidating,False
Volumnius Decimus,35,15,Germania,167,109,Retiarius,7,1,Strength,Net,Low,Basic,0.7437903380429571,Low,6.352211536453689,Poor,Advanced,Strong,8,Stoic,Excellent,Glory,Entertainer,Medium,Balanced,High,Intimidating,True
Pilus Gaius,39,11,Germania,171,87,Retiarius,13,4,Novice,Trident,High,Superior,0.7917109538645993,High,6.470998367233831,Excellent,Basic,Strong,17,Calculative,Good,Survival,Criminal,Low,Balanced,High,Charismatic,True
Nasennius Musonius,23,27,Gaul,163,77,Hoplomachus,3,1,Speed,Spear,High,Superior,0.47784072290982993,Low,2.8831518327868495,Excellent,Expert,Strong,4,Stoic,Excellent,Vengeance,Soldier,High,Balanced,High,Charismatic,False
Volumnius Domitius,24,26,Germania,193,77,Thraex,5,0,Novice,Dagger,Low,Basic,0.6647826110582498,Low,6.071228503309825,Poor,Basic,Moderate,5,Calculative,Excellent,Survival,Criminal,Low,Aggressive,Medium,Charismatic,True
Hostilius Blaesus,34,16,Thrace,163,89,Retiarius,9,4,Agility,Trident,Medium,Standard,0.6216176757950709,Low,6.947771391490815,Adequate,Expert,Moderate,13,Calculative,Excellent,Wealth,Laborer,Low,Defensive,Medium,Intimidating,True
Gracchus Longinius,26,24,Greece,179,83,Murmillo,8,7,Tactics,Gladius (Sword),Low,Basic,0.38506672446553575,High,5.407229719985489,Poor,Expert,Weak,15,Calculative,Excellent,Survival,Criminal,Medium,Aggressive,Low,Humble,False
Fidius Caninius,26,24,Germania,160,72,Thraex,4,0,Novice,Dagger,High,Superior,0.6115200997944353,High,5.170169948543372,Excellent,Intermediate,Strong,4,Fearful,Excellent,Survival,Laborer,Low,Balanced,Medium,Charismatic,False
Agrippa Gabinius,30,20,Rome,183,64,Thraex,8,4,Strength,Sica (Curved Sword),Medium,Standard,0.6380567208881541,Low,4.501755807396764,Adequate,Advanced,Moderate,12,Aggressive,Excellent,Freedom,Entertainer,Medium,Defensive,Low,Charismatic,True
Catius Lucius,42,8,Germania,173,64,Hoplomachus,10,2,Novice,Dagger,Medium,Standard,0.7991317185943505,High,2.019131530752629,Adequate,Basic,Strong,12,Stoic,Fair,Freedom,Entertainer,Medium,Aggressive,High,Intimidating,True
Papirius Calpurnius,26,24,Germania,158,57,Retiarius,9,3,Speed,Trident,Low,Basic,0.6996902252263204,Low,1.0423484574528432,Poor,Advanced,Moderate,12,Stoic,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,False
Oppius Opellius,40,10,Numidia,173,69,Hoplomachus,9,3,Endurance,Spear,Medium,Standard,0.7656454133054778,High,1.505179177977533,Adequate,Advanced,Strong,12,Stoic,Fair,Survival,Entertainer,Medium,Balanced,Medium,Flamboyant,True
Coruncanius Sempronius,42,8,Greece,187,112,Murmillo,7,1,Novice,Gladius (Sword),Medium,Standard,0.6229737285376665,Low,4.889007581172539,Adequate,Basic,Moderate,8,Fearful,Good,Vengeance,Laborer,Medium,Aggressive,Medium,Intimidating,True
Marius Cloelius,24,26,Gaul,179,106,Thraex,8,2,Endurance,Dagger,Low,Basic,0.7154233467133067,Low,3.4064254260101374,Poor,Advanced,Strong,10,Stoic,Excellent,Survival,Entertainer,Low,Balanced,Medium,Flamboyant,True
Caelius Numitorius,39,11,Rome,181,92,Murmillo,8,3,Novice,Dagger,Medium,Standard,0.6846650854124705,Low,2.163384436903195,Adequate,Basic,Moderate,11,Stoic,Good,Wealth,Entertainer,Medium,Balanced,Medium,Humble,True
Spurius Mallius,44,6,Germania,176,88,Murmillo,13,2,Novice,Gladius (Sword),Low,Basic,0.8958408077683518,Low,3.6803735755720655,Poor,Basic,Strong,15,Aggressive,Good,Wealth,Laborer,Low,Balanced,Medium,Charismatic,True
Cornelius Bruttius,29,21,Numidia,182,83,Secutor,6,1,Speed,Gladius (Sword),Medium,Standard,0.6078571243035551,Low,4.080591878038303,Adequate,Advanced,Moderate,7,Aggressive,Excellent,Freedom,Unemployed,Low,Balanced,Low,Humble,True
Blaesus Cominius,21,29,Greece,175,91,Hoplomachus,3,1,Tactics,Dagger,Medium,Standard,0.5073905600788957,Low,9.236512981652986,Adequate,Advanced,Moderate,4,Aggressive,Excellent,Vengeance,Criminal,Medium,Balanced,Low,Charismatic,True
Iulius Manius,35,15,Thrace,183,71,Retiarius,12,2,Novice,Trident,Medium,Standard,0.745714276989646,Low,0.9624815456225273,Adequate,Basic,Strong,14,Fearful,Excellent,Wealth,Criminal,Low,Balanced,High,Charismatic,True
Opimius Iuventius,36,14,Thrace,185,80,Retiarius,12,1,Novice,Net,Medium,Standard,0.9146932476356986,Low,2.616046740456395,Adequate,Intermediate,Strong,13,Stoic,Good,Glory,Unemployed,Low,Aggressive,Low,Flamboyant,True
Paelignus Fundanus,36,14,Greece,153,83,Hoplomachus,6,2,Novice,Dagger,Medium,Standard,0.5829920613614669,Low,6.737771351743622,Adequate,Basic,Moderate,8,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Humble,False
Albinius Cassius,45,5,Gaul,166,91,Thraex,13,7,Novice,Sica (Curved Sword),Medium,Standard,0.6894432396418975,High,2.054611923011073,Adequate,Basic,Moderate,20,Aggressive,Fair,Glory,Entertainer,Medium,Balanced,Low,Charismatic,True
Caecilius Munatius,32,18,Greece,170,108,Secutor,10,6,Novice,Dagger,Medium,Standard,0.5391679772946154,Low,7.9118257347499465,Adequate,Basic,Moderate,16,Calculative,Excellent,Vengeance,Entertainer,Low,Balanced,Medium,Intimidating,True
Pilus Maecenas,28,22,Numidia,164,100,Murmillo,9,1,Tactics,Dagger,Low,Basic,0.8540220522327279,Low,6.420096958096124,Poor,Expert,Strong,10,Calculative,Excellent,Survival,Unemployed,Medium,Aggressive,High,Intimidating,True
Memmius Menenius,34,16,Thrace,169,87,Murmillo,10,3,Strength,Gladius (Sword),Low,Basic,0.7410508261843068,Low,3.1965405186783915,Poor,Advanced,Strong,13,Fearful,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Charismatic,True
Decimus Galerius,41,9,Gaul,177,87,Thraex,7,0,Novice,Sica (Curved Sword),Medium,Standard,0.8124553007138797,Low,5.916500739131002,Adequate,Basic,Strong,7,Aggressive,Good,Survival,Unemployed,Low,Aggressive,High,Intimidating,True
Matinius Numicius,29,21,Numidia,176,57,Hoplomachus,12,0,Novice,Dagger,Medium,Standard,0.8920242084702442,Low,3.9072864562777343,Adequate,Intermediate,Strong,12,Calculative,Excellent,Vengeance,Entertainer,Medium,Balanced,Medium,Humble,True
Hortensius Considius,21,29,Thrace,181,86,Secutor,4,0,Strength,Gladius (Sword),Low,Basic,0.5463955067669817,Low,4.680025056624295,Poor,Advanced,Moderate,4,Stoic,Excellent,Vengeance,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Paternus Cinna,36,14,Germania,184,91,Secutor,11,1,Speed,Gladius (Sword),Medium,Standard,0.8647309713486631,Low,4.682838836198273,Adequate,Advanced,Strong,12,Fearful,Excellent,Freedom,Laborer,Low,Balanced,High,Flamboyant,False
Genucius Petilius,20,30,Numidia,173,61,Secutor,4,0,Tactics,Gladius (Sword),High,Superior,0.6686877754294157,Low,3.7999487263628944,Excellent,Advanced,Strong,4,Stoic,Excellent,Glory,Criminal,Medium,Balanced,Low,Humble,True
Curtius Galerius,20,30,Thrace,168,88,Murmillo,4,1,Novice,Dagger,Low,Basic,0.46052330930807756,Low,5.907109037230155,Poor,Intermediate,Moderate,5,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Low,Humble,False
Claudius Iuventius,21,29,Numidia,166,56,Provocator,3,1,Strength,Gladius (Sword),Low,Basic,0.4659215733061374,Low,9.737814051878077,Poor,Expert,Moderate,4,Aggressive,Excellent,Glory,Criminal,High,Balanced,Medium,Charismatic,True
Numonius Coruncanius,45,5,Greece,161,80,Hoplomachus,9,1,Novice,Dagger,Low,Basic,0.8245059784849432,Low,4.148350808871855,Poor,Basic,Strong,10,Fearful,Good,Glory,Entertainer,Low,Balanced,Medium,Flamboyant,True
Ovidius Cantilius,26,24,Greece,173,51,Retiarius,2,0,Novice,Trident,High,Superior,0.5343553770806003,Low,4.8544545598871744,Excellent,Intermediate,Strong,2,Fearful,Excellent,Freedom,Entertainer,Medium,Aggressive,High,Humble,False
Gracchus Titus,38,12,Greece,167,97,Secutor,10,1,Novice,Dagger,High,Superior,0.8848198503707804,Low,0.9965468454140394,Excellent,Basic,Strong,11,Stoic,Excellent,Wealth,Entertainer,Medium,Aggressive,High,Flamboyant,True
Tiberius Maecilius,21,29,Thrace,155,90,Secutor,6,0,Endurance,Dagger,Low,Basic,0.6574718603626267,Low,7.419951658895568,Poor,Advanced,Moderate,6,Calculative,Excellent,Glory,Entertainer,High,Balanced,Low,Intimidating,True
Mamilius Hordeonius,35,15,Germania,147,95,Hoplomachus,11,4,Novice,Dagger,Medium,Standard,0.820714558973495,Low,4.383466313085269,Adequate,Intermediate,Strong,15,Fearful,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Charismatic,True
Nautius Iunius,29,21,Gaul,187,107,Secutor,5,0,Strength,Gladius (Sword),High,Superior,0.6230569462517187,Low,6.66056044962527,Excellent,Expert,Strong,5,Fearful,Excellent,Vengeance,Unemployed,Low,Balanced,Medium,Intimidating,True
Ovidius Messalla,31,19,Gaul,175,97,Provocator,5,1,Novice,Gladius (Sword),Medium,Standard,0.588455279727029,Low,5.289849176451182,Adequate,Intermediate,Moderate,6,Stoic,Excellent,Wealth,Unemployed,Low,Balanced,Medium,Intimidating,True
Fulvius Genucius,18,32,Numidia,180,99,Secutor,3,0,Novice,Gladius (Sword),Medium,Standard,0.6651167792584733,Low,5.904073560650811,Adequate,Intermediate,Moderate,3,Calculative,Excellent,Glory,Soldier,Medium,Balanced,Medium,Intimidating,True
Hostius Aquillius,33,17,Greece,170,96,Murmillo,9,3,Novice,Dagger,Low,Basic,0.6498359371280489,Low,6.884466805044235,Poor,Basic,Moderate,12,Calculative,Excellent,Glory,Entertainer,Low,Balanced,Medium,Charismatic,True
Nasennius Calventius,44,6,Gaul,183,96,Hoplomachus,14,6,Novice,Dagger,High,Superior,0.7241815719843896,High,0.9944233354092367,Excellent,Basic,Strong,20,Aggressive,Fair,Survival,Unemployed,Medium,Balanced,Medium,Flamboyant,True
Cilnius Iuventius,18,32,Gaul,180,108,Secutor,5,0,Novice,Dagger,High,Superior,0.6495226289583929,Low,6.834440331329196,Excellent,Intermediate,Strong,5,Stoic,Excellent,Freedom,Soldier,High,Balanced,Low,Charismatic,True
Calventius Festinius,25,25,Gaul,188,101,Secutor,7,2,Novice,Dagger,Low,Basic,0.5772452100916996,Low,6.716792629442877,Poor,Intermediate,Moderate,9,Calculative,Excellent,Glory,Unemployed,Low,Aggressive,Medium,Intimidating,True
Considius Didius,42,8,Germania,185,76,Provocator,7,4,Novice,Gladius (Sword),High,Superior,0.5865260508501028,Low,2.820212216815918,Excellent,Intermediate,Strong,11,Aggressive,Good,Vengeance,Laborer,Medium,Balanced,Medium,Humble,True
Octavenus Gnaeus,33,17,Germania,179,93,Secutor,7,2,Novice,Dagger,Medium,Standard,0.5653560610001288,Low,3.86450142568949,Adequate,Basic,Moderate,9,Calculative,Excellent,Wealth,Criminal,Medium,Balanced,Medium,Humble,True
Persius Avidius,35,15,Greece,177,91,Hoplomachus,3,0,Novice,Dagger,High,Superior,0.501452115624765,Low,6.530088612189938,Excellent,Basic,Strong,3,Stoic,Excellent,Glory,Unemployed,Low,Balanced,High,Humble,True
Maecilius Oppius,32,18,Rome,187,85,Retiarius,6,0,Novice,Net,Medium,Standard,0.7753634588078993,Low,6.18001469107087,Adequate,Intermediate,Strong,6,Aggressive,Excellent,Freedom,Laborer,Low,Aggressive,High,Charismatic,True
Pinarus Fulcinia,25,25,Rome,176,77,Murmillo,12,2,Agility,Dagger,Medium,Standard,0.8424336745008267,High,3.628096722010443,Adequate,Expert,Strong,14,Calculative,Excellent,Survival,Laborer,Medium,Defensive,Medium,Charismatic,True
Fidius Publius,30,20,Greece,172,99,Secutor,5,3,Novice,Dagger,High,Superior,0.5001004417163952,Low,4.838802110827591,Excellent,Intermediate,Strong,8,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Charismatic,True
Octavenus Volumnius,24,26,Germania,190,80,Secutor,3,0,Speed,Gladius (Sword),High,Superior,0.5243368846005616,Low,3.9777525477376656,Excellent,Advanced,Strong,3,Aggressive,Excellent,Freedom,Soldier,Medium,Balanced,High,Charismatic,True
Cornificius Aquillius,33,17,Thrace,177,41,Retiarius,10,1,Novice,Trident,High,Superior,0.8582498300407921,Low,4.835290307945634,Excellent,Intermediate,Strong,11,Stoic,Excellent,Glory,Laborer,Medium,Aggressive,Low,Flamboyant,True
Horatius Pilus,24,26,Gaul,171,84,Secutor,6,2,Speed,Dagger,Low,Basic,0.7948158381371889,Low,5.6834416111406645,Poor,Expert,Strong,8,Stoic,Excellent,Vengeance,Entertainer,Medium,Aggressive,Low,Intimidating,True
